zpid,imgSrc,detailUrl,streetAddress,zipcode,city,state,latitude,longitude,price,dateSold,bathrooms,bedrooms,livingArea,homeType,homeStatus,daysOnZillow,isFeatured,shouldHighlight,zestimate,rentZestimate,isUnmappable,isPreforeclosureAuction,homeStatusForHDP,priceForHDP,isNonOwnerOccupied,isPremierBuilder,isZillowOwned,currency,country,taxAssessedValue,lotAreaValue,lotAreaUnit,isShowcaseListing,timeOnZillow,is_FSBA,datePriceChanged,priceReduction,priceChange,videoCount,is_newHome,newConstructionType,streetName,homeDetailUrl,price_to_rent_ratio
1711026,https://photos.zillowstatic.com/fp/0258ebdc62395c0e9cd5bc072d3b93d9-p_e.jpg,/homedetails/3324-Portland-Ave-Minneapolis-MN-55407/1711026_zpid/,3324 Portland Ave,55407,Minneapolis,MN,44.942295,-93.2681,412400.0,1692601200000,3.0,5.0,3535.0,SINGLE_FAMILY,RECENTLY_SOLD,-1,False,False,427700.0,3499,False,False,RECENTLY_SOLD,412400.0,True,False,False,USD,USA,348000.0,0.12,sqft,False,,,,,,,,,3324 Portland Ave,https://www.zillow.com/homedetails/3324-Portland-Ave-Minneapolis-MN-55407/1711026_zpid/,122.23492426407545
1818762,https://photos.zillowstatic.com/fp/572a7cba52c3510283b17319490a6749-p_e.jpg,/homedetails/4708-11th-Ave-S-Minneapolis-MN-55407/1818762_zpid/,4708 11th Ave S,55407,Minneapolis,MN,44.91748,-93.25913,405000.0,1692601200000,3.0,3.0,2597.0,SINGLE_FAMILY,RECENTLY_SOLD,-1,False,False,420000.0,2995,False,False,RECENTLY_SOLD,405000.0,True,False,False,USD,USA,457000.0,6534.0,sqft,False,,,,,,,,,4708 11th Ave S,https://www.zillow.com/homedetails/4708-11th-Ave-S-Minneapolis-MN-55407/1818762_zpid/,140.23372287145241
1830062,https://photos.zillowstatic.com/fp/a63b58dd1290cc1396fff543aa42aeac-p_e.jpg,/homedetails/5320-Grand-Ave-S-Minneapolis-MN-55419/1830062_zpid/,5320 Grand Ave S,55419,Minneapolis,MN,44.905815,-93.28483,725000.0,1692601200000,4.0,4.0,2814.0,SINGLE_FAMILY,RECENTLY_SOLD,-1,False,False,751800.0,3800,False,False,RECENTLY_SOLD,725000.0,True,False,False,USD,USA,664000.0,6969.6,sqft,False,,,,,,,,,5320 Grand Ave S,https://www.zillow.com/homedetails/5320-Grand-Ave-S-Minneapolis-MN-55419/1830062_zpid/,197.8421052631579
2016769,https://photos.zillowstatic.com/fp/3bd696cd995a5876c1c13b2d19ce5228-p_e.jpg,/homedetails/2417-11th-Ave-S-Minneapolis-MN-55404/2016769_zpid/,2417 11th Ave S,55404,Minneapolis,MN,44.958508,-93.2584,310000.0,1692601200000,2.0,5.0,2085.0,SINGLE_FAMILY,RECENTLY_SOLD,-1,False,False,321500.0,2795,False,False,RECENTLY_SOLD,310000.0,True,False,False,USD,USA,298000.0,5227.2,sqft,False,,,,,,,,,2417 11th Ave S,https://www.zillow.com/homedetails/2417-11th-Ave-S-Minneapolis-MN-55404/2016769_zpid/,115.02683363148479
1761017,https://photos.zillowstatic.com/fp/de25302f39af597cfb294b5f4b231b60-p_e.jpg,/homedetails/4537-Drew-Ave-S-Minneapolis-MN-55410/1761017_zpid/,4537 Drew Ave S,55410,Minneapolis,MN,44.920033,-93.32623,525000.0,1692342000000,2.0,3.0,2483.0,SINGLE_FAMILY,RECENTLY_SOLD,-1,False,False,544400.0,3249,False,False,RECENTLY_SOLD,525000.0,True,False,False,USD,USA,563000.0,5227.2,sqft,False,,,,,,,,,4537 Drew Ave S,https://www.zillow.com/homedetails/4537-Drew-Ave-S-Minneapolis-MN-55410/1761017_zpid/,167.55924899969222
1819572,https://photos.zillowstatic.com/fp/eae81768a7fd73f2647d3845fa3a68d8-p_e.jpg,/homedetails/712-E-Minnehaha-Pkwy-Minneapolis-MN-55417/1819572_zpid/,712 E Minnehaha Pkwy,55417,Minneapolis,MN,44.91166,-93.26442,715000.0,1692342000000,2.0,3.0,2809.0,SINGLE_FAMILY,RECENTLY_SOLD,-1,False,False,741400.0,3747,False,False,RECENTLY_SOLD,715000.0,True,False,False,USD,USA,639000.0,6969.6,sqft,False,,,,,,,,,712 E Minnehaha Pkwy,https://www.zillow.com/homedetails/712-E-Minnehaha-Pkwy-Minneapolis-MN-55417/1819572_zpid/,197.86495863357354
1820346,https://photos.zillowstatic.com/fp/a8bf67f2e6f17688911faf1b46cb3406-p_e.jpg,/homedetails/5041-14th-Ave-S-Minneapolis-MN-55417/1820346_zpid/,5041 14th Ave S,55417,Minneapolis,MN,44.91123,-93.25462,685000.0,1692342000000,3.0,3.0,2593.0,SINGLE_FAMILY,RECENTLY_SOLD,-1,False,False,710300.0,3590,False,False,RECENTLY_SOLD,685000.0,True,False,False,USD,USA,575000.0,5227.2,sqft,False,,,,,,,,,5041 14th Ave S,https://www.zillow.com/homedetails/5041-14th-Ave-S-Minneapolis-MN-55417/1820346_zpid/,197.8551532033426
1837385,https://photos.zillowstatic.com/fp/333c1b7d13fc11b89e67a097fa892dc3-p_e.jpg,/homedetails/5108-James-Ave-S-Minneapolis-MN-55419/1837385_zpid/,5108 James Ave S,55419,Minneapolis,MN,44.909794,-93.301384,680000.0,1692342000000,3.0,4.0,2999.0,SINGLE_FAMILY,RECENTLY_SOLD,-1,False,False,705100.0,3563,False,False,RECENTLY_SOLD,680000.0,True,False,False,USD,USA,774000.0,0.25,acres,False,,,,,,,,,5108 James Ave S,https://www.zillow.com/homedetails/5108-James-Ave-S-Minneapolis-MN-55419/1837385_zpid/,197.89503227617178
1896986,https://photos.zillowstatic.com/fp/e3bd799abd5274011e0130302dc6a4ef-p_e.jpg,/homedetails/6068-Knox-Ave-S-Minneapolis-MN-55419/1896986_zpid/,6068 Knox Ave S,55419,Minneapolis,MN,44.891907,-93.3031,435000.0,1692342000000,2.0,4.0,2045.0,SINGLE_FAMILY,RECENTLY_SOLD,-1,False,False,451000.0,2695,False,False,RECENTLY_SOLD,435000.0,True,False,False,USD,USA,392000.0,7405.2,sqft,False,,,1689836400000.0,,-15000.0,,,,6068 Knox Ave S,https://www.zillow.com/homedetails/6068-Knox-Ave-S-Minneapolis-MN-55419/1896986_zpid/,167.3469387755102
1811504,https://photos.zillowstatic.com/fp/f2a09b86f8271e911328c1cfda32f986-p_e.jpg,/homedetails/4900-Nokomis-Ave-S-Minneapolis-MN-55417/1811504_zpid/,4900 Nokomis Ave S,55417,Minneapolis,MN,44.914272,-93.22876,685000.0,1692255600000,4.0,4.0,2792.0,SINGLE_FAMILY,RECENTLY_SOLD,-1,False,False,710200.0,3590,False,False,RECENTLY_SOLD,685000.0,True,False,False,USD,USA,654000.0,0.12,sqft,False,,,,,,,,,4900 Nokomis Ave S,https://www.zillow.com/homedetails/4900-Nokomis-Ave-S-Minneapolis-MN-55417/1811504_zpid/,197.82729805013926
61623538,https://photos.zillowstatic.com/fp/97e7984235e839361e2d78a6121f5f38-p_e.jpg,/homedetails/1065-23rd-Ave-SE-Minneapolis-MN-55414/61623538_zpid/,1065 23rd Ave SE,55414,Minneapolis,MN,44.990055,-93.22062,495000.0,1692255600000,4.0,9.0,3024.0,SINGLE_FAMILY,RECENTLY_SOLD,-1,False,False,513200.0,4500,False,False,RECENTLY_SOLD,495000.0,True,False,False,USD,USA,428000.0,5227.2,sqft,False,,,,,,,,,1065 23rd Ave SE,https://www.zillow.com/homedetails/1065-23rd-Ave-SE-Minneapolis-MN-55414/61623538_zpid/,114.04444444444445
1802586,https://photos.zillowstatic.com/fp/8d4cd062062820155234367d743ba80e-p_e.jpg,/homedetails/4242-25th-Ave-S-Minneapolis-MN-55406/1802586_zpid/,4242 25th Ave S,55406,Minneapolis,MN,44.925587,-93.236374,609500.0,1692169200000,3.0,4.0,2983.0,SINGLE_FAMILY,RECENTLY_SOLD,-1,False,False,631900.0,3099,False,False,RECENTLY_SOLD,609500.0,True,False,False,USD,USA,548000.0,6969.6,sqft,False,,,,,,,,,4242 25th Ave S,https://www.zillow.com/homedetails/4242-25th-Ave-S-Minneapolis-MN-55406/1802586_zpid/,203.90448531784446
1912618,https://photos.zillowstatic.com/fp/2336860fc08b538b1fa147e7f7ae03e4-p_e.jpg,/homedetails/5909-12th-Ave-S-Minneapolis-MN-55417/1912618_zpid/,5909 12th Ave S,55417,Minneapolis,MN,44.8957,-93.25747,550000.0,1692169200000,3.0,4.0,2167.0,SINGLE_FAMILY,RECENTLY_SOLD,-1,False,False,570200.0,2850,False,False,RECENTLY_SOLD,550000.0,True,False,False,USD,USA,456000.0,6098.4,sqft,False,,,,,,,,,5909 12th Ave S,https://www.zillow.com/homedetails/5909-12th-Ave-S-Minneapolis-MN-55417/1912618_zpid/,200.0701754385965
1760677,https://photos.zillowstatic.com/fp/9440f4edb40bac1c6e522ea1b76ecb01-p_e.jpg,/homedetails/4100-Xerxes-Ave-S-Minneapolis-MN-55410/1760677_zpid/,4100 Xerxes Ave S,55410,Minneapolis,MN,44.92854,-93.319214,724900.0,1692082800000,3.0,3.0,2208.0,SINGLE_FAMILY,RECENTLY_SOLD,-1,False,False,751500.0,3799,False,False,RECENTLY_SOLD,724900.0,True,False,False,USD,USA,684000.0,0.2,sqft,False,,,,,,,,,4100 Xerxes Ave S,https://www.zillow.com/homedetails/4100-Xerxes-Ave-S-Minneapolis-MN-55410/1760677_zpid/,197.8152145301395
1849027,https://photos.zillowstatic.com/fp/a709853d98e06fbb3d397837c8659d49-p_e.jpg,/homedetails/5133-Russell-Ave-S-Minneapolis-MN-55410/1849027_zpid/,5133 Russell Ave S,55410,Minneapolis,MN,44.909588,-93.31086,428888.0,1692082800000,2.0,4.0,2220.0,SINGLE_FAMILY,RECENTLY_SOLD,-1,False,False,444600.0,2945,False,False,RECENTLY_SOLD,428888.0,True,False,False,USD,USA,499000.0,7405.2,sqft,False,,,,,,,,,5133 Russell Ave S,https://www.zillow.com/homedetails/5133-Russell-Ave-S-Minneapolis-MN-55410/1849027_zpid/,150.96774193548387
1911398,https://photos.zillowstatic.com/fp/56a780f7e975a2e02d581fff51e18de2-p_e.jpg,/homedetails/5408-11th-Ave-S-Minneapolis-MN-55417/1911398_zpid/,5408 11th Ave S,55417,Minneapolis,MN,44.904835,-93.25919,570700.0,1692082800000,3.0,3.0,2463.0,SINGLE_FAMILY,RECENTLY_SOLD,-1,False,False,591700.0,2974,False,False,RECENTLY_SOLD,570700.0,True,False,False,USD,USA,587000.0,6969.6,sqft,False,,,,,,,,,5408 11th Ave S,https://www.zillow.com/homedetails/5408-11th-Ave-S-Minneapolis-MN-55417/1911398_zpid/,198.95763281775388
1837515,https://photos.zillowstatic.com/fp/e2c575c1a332a99c8b13719c2e25536a-p_e.jpg,/homedetails/5036-Logan-Ave-S-Minneapolis-MN-55419/1837515_zpid/,5036 Logan Ave S,55419,Minneapolis,MN,44.911217,-93.303955,559000.0,1691996400000,2.0,3.0,2068.0,SINGLE_FAMILY,RECENTLY_SOLD,-1,False,False,579500.0,2850,False,False,RECENTLY_SOLD,559000.0,True,False,False,USD,USA,595000.0,5227.2,sqft,False,,,1689231600000.0,,-26000.0,,,,5036 Logan Ave S,https://www.zillow.com/homedetails/5036-Logan-Ave-S-Minneapolis-MN-55419/1837515_zpid/,203.33333333333334
1848428,https://photos.zillowstatic.com/fp/0d94950eb672bedcb877876a355c35d0-p_e.jpg,/homedetails/5241-Chowen-Ave-S-Minneapolis-MN-55410/1848428_zpid/,5241 Chowen Ave S,55410,Minneapolis,MN,44.907696,-93.324875,620000.0,1691996400000,2.0,5.0,2052.0,SINGLE_FAMILY,RECENTLY_SOLD,-1,False,False,642800.0,3155,False,False,RECENTLY_SOLD,620000.0,True,False,False,USD,USA,592000.0,5227.2,sqft,False,,,,,,,,,5241 Chowen Ave S,https://www.zillow.com/homedetails/5241-Chowen-Ave-S-Minneapolis-MN-55410/1848428_zpid/,203.74009508716324
1848490,https://photos.zillowstatic.com/fp/f1bbc9da2133dd4145bbd5bae00a89cb-p_e.jpg,/homedetails/5217-Ewing-Ave-S-Minneapolis-MN-55410/1848490_zpid/,5217 Ewing Ave S,55410,Minneapolis,MN,44.908363,-93.32738,635000.0,1691996400000,2.0,4.0,2096.0,SINGLE_FAMILY,RECENTLY_SOLD,-1,False,False,658300.0,2999,False,False,RECENTLY_SOLD,635000.0,True,False,False,USD,USA,610000.0,7840.8,sqft,False,,,,,,,,,5217 Ewing Ave S,https://www.zillow.com/homedetails/5217-Ewing-Ave-S-Minneapolis-MN-55410/1848490_zpid/,219.50650216738913
2016868,https://photos.zillowstatic.com/fp/c1d14ffdcf2779e614f3c1832985ed7c-p_e.jpg,/homedetails/2442-Elliot-Ave-Minneapolis-MN-55404/2016868_zpid/,2442 Elliot Ave,55404,Minneapolis,MN,44.95755,-93.261635,515000.0,1691996400000,5.0,7.0,3543.0,SINGLE_FAMILY,RECENTLY_SOLD,-1,False,False,533900.0,5995,False,False,RECENTLY_SOLD,515000.0,True,False,False,USD,USA,458000.0,0.27,acres,False,17598205000.0,,,,,,,,2442 Elliot Ave,https://www.zillow.com/homedetails/2442-Elliot-Ave-Minneapolis-MN-55404/2016868_zpid/,89.05754795663053
2000259,https://photos.zillowstatic.com/fp/732498335f48a04209e0d623d3b2c560-p_e.jpg,/homedetails/2204-Aldrich-Ave-S-Minneapolis-MN-55405/2000259_zpid/,2204 Aldrich Ave S,55405,Minneapolis,MN,44.960552,-93.289665,685000.0,1691737200000,2.0,6.0,3727.0,SINGLE_FAMILY,RECENTLY_SOLD,-1,False,False,710000.0,3590,False,False,RECENTLY_SOLD,685000.0,True,False,False,USD,USA,651000.0,9583.2,sqft,False,,,,,,,,,2204 Aldrich Ave S,https://www.zillow.com/homedetails/2204-Aldrich-Ave-S-Minneapolis-MN-55405/2000259_zpid/,197.7715877437326
1736214,https://photos.zillowstatic.com/fp/e66a699976637d5dc5f0d8d07b0690db-p_e.jpg,/homedetails/3035-35th-Ave-S-Minneapolis-MN-55406/1736214_zpid/,3035 35th Ave S,55406,Minneapolis,MN,44.947197,-93.2213,465000.0,1691650800000,3.0,4.0,2337.0,SINGLE_FAMILY,RECENTLY_SOLD,-1,False,False,482000.0,3194,False,False,RECENTLY_SOLD,465000.0,True,False,False,USD,USA,353000.0,5227.2,sqft,False,,,,,,,,,3035 35th Ave S,https://www.zillow.com/homedetails/3035-35th-Ave-S-Minneapolis-MN-55406/1736214_zpid/,150.9079524107702
1774239,https://photos.zillowstatic.com/fp/eace66f7ebdd44a3c558bcde904628a8-p_e.jpg,/homedetails/2951-Newton-Ave-N-Minneapolis-MN-55411/1774239_zpid/,2951 Newton Ave N,55411,Minneapolis,MN,45.011166,-93.30607,251000.0,1691650800000,2.0,4.0,2205.0,SINGLE_FAMILY,RECENTLY_SOLD,-1,False,False,260200.0,2594,False,False,RECENTLY_SOLD,251000.0,True,False,False,USD,USA,283000.0,5227.2,sqft,False,,,,,,,,,2951 Newton Ave N,https://www.zillow.com/homedetails/2951-Newton-Ave-N-Minneapolis-MN-55411/1774239_zpid/,100.30840400925211
1837245,https://photos.zillowstatic.com/fp/2629752fbb480693ad42a680535b4888-p_e.jpg,/homedetails/4952-Logan-Ave-S-Minneapolis-MN-55419/1837245_zpid/,4952 Logan Ave S,55419,Minneapolis,MN,44.912598,-93.303955,607450.0,1691650800000,2.0,4.0,2230.0,SINGLE_FAMILY,RECENTLY_SOLD,-1,False,False,628900.0,2999,False,False,RECENTLY_SOLD,607450.0,True,False,False,USD,USA,566000.0,5227.2,sqft,False,,,,,,,,,4952 Logan Ave S,https://www.zillow.com/homedetails/4952-Logan-Ave-S-Minneapolis-MN-55419/1837245_zpid/,209.7032344114705
1896692,https://photos.zillowstatic.com/fp/23fde639848d2267c6186c249470dc76-p_e.jpg,/homedetails/5925-Morgan-Ave-S-Minneapolis-MN-55419/1896692_zpid/,5925 Morgan Ave S,55419,Minneapolis,MN,44.895187,-93.30435,575000.0,1691650800000,2.0,4.0,2112.0,SINGLE_FAMILY,RECENTLY_SOLD,-1,False,False,596000.0,2850,False,False,RECENTLY_SOLD,575000.0,True,False,False,USD,USA,507000.0,6969.6,sqft,False,,,,,,,,,5925 Morgan Ave S,https://www.zillow.com/homedetails/5925-Morgan-Ave-S-Minneapolis-MN-55419/1896692_zpid/,209.12280701754386
1818386,https://photos.zillowstatic.com/fp/44d5218ccc0c199c5c2486a21466baee-p_e.jpg,/homedetails/4649-13th-Ave-S-Minneapolis-MN-55407/1818386_zpid/,4649 13th Ave S,55407,Minneapolis,MN,44.918156,-93.25585,561000.0,1691564400000,2.0,3.0,2304.0,SINGLE_FAMILY,RECENTLY_SOLD,-1,False,False,581500.0,3249,False,False,RECENTLY_SOLD,561000.0,True,False,False,USD,USA,444000.0,5227.2,sqft,False,,,,,,,,,4649 13th Ave S,https://www.zillow.com/homedetails/4649-13th-Ave-S-Minneapolis-MN-55407/1818386_zpid/,178.97814712219144
1763752,https://photos.zillowstatic.com/fp/c7d67fd5e45363101921305d4a1f650e-p_e.jpg,/homedetails/2943-Upton-Ave-N-Minneapolis-MN-55411/1763752_zpid/,2943 Upton Ave N,55411,Minneapolis,MN,45.010826,-93.31494,307000.0,1691391600000,2.0,5.0,2050.0,SINGLE_FAMILY,RECENTLY_SOLD,-1,False,False,318200.0,2589,False,False,RECENTLY_SOLD,307000.0,True,False,False,USD,USA,254000.0,5227.2,sqft,False,,,,,,,,,2943 Upton Ave N,https://www.zillow.com/homedetails/2943-Upton-Ave-N-Minneapolis-MN-55411/1763752_zpid/,122.90459636925453
1820573,https://photos.zillowstatic.com/fp/90bd527264687e0c6cd8b373f8f9ceac-p_e.jpg,/homedetails/5348-15th-Ave-S-Minneapolis-MN-55417/1820573_zpid/,5348 15th Ave S,55417,Minneapolis,MN,44.905617,-93.254105,660000.0,1691391600000,3.0,4.0,2479.0,SINGLE_FAMILY,RECENTLY_SOLD,-1,False,False,684000.0,3484,False,False,RECENTLY_SOLD,660000.0,True,False,False,USD,USA,544000.0,5227.2,sqft,False,,,,,,,,,5348 15th Ave S,https://www.zillow.com/homedetails/5348-15th-Ave-S-Minneapolis-MN-55417/1820573_zpid/,196.3260619977038
1849958,https://photos.zillowstatic.com/fp/56f9a340aca38319cfe2fca598fa8d24-p_e.jpg,/homedetails/2220-Vincent-Ave-N-Minneapolis-MN-55411/1849958_zpid/,2220 Vincent Ave N,55411,Minneapolis,MN,45.002285,-93.315605,380000.0,1691391600000,2.0,5.0,2127.0,SINGLE_FAMILY,RECENTLY_SOLD,-1,False,False,393800.0,2580,False,False,RECENTLY_SOLD,380000.0,True,False,False,USD,USA,339000.0,0.12,sqft,False,,,,,,,,,2220 Vincent Ave N,https://www.zillow.com/homedetails/2220-Vincent-Ave-N-Minneapolis-MN-55411/1849958_zpid/,152.63565891472868
1950505,https://photos.zillowstatic.com/fp/7bd5e9fc469a6c98b108ee398268f2d2-p_e.jpg,/homedetails/224-Morgan-Ave-S-Minneapolis-MN-55405/1950505_zpid/,224 Morgan Ave S,55405,Minneapolis,MN,44.97487,-93.30385,738000.0,1691391600000,3.0,3.0,2766.0,SINGLE_FAMILY,RECENTLY_SOLD,-1,False,False,764900.0,3867,False,False,RECENTLY_SOLD,738000.0,True,False,False,USD,USA,449000.0,10454.4,sqft,False,,,,,,,,,224 Morgan Ave S,https://www.zillow.com/homedetails/224-Morgan-Ave-S-Minneapolis-MN-55405/1950505_zpid/,197.8019136281355
1791669,https://photos.zillowstatic.com/fp/5d0e7a1499100a0361a4420042ef1ef8-p_e.jpg,/homedetails/4309-11th-Ave-S-Minneapolis-MN-55407/1791669_zpid/,4309 11th Ave S,55407,Minneapolis,MN,44.924755,-93.25839,400000.0,1691132400000,2.0,3.0,2018.0,SINGLE_FAMILY,RECENTLY_SOLD,-1,False,False,414500.0,2695,False,False,RECENTLY_SOLD,400000.0,True,False,False,USD,USA,330000.0,5227.2,sqft,False,,,,,,,,,4309 11th Ave S,https://www.zillow.com/homedetails/4309-11th-Ave-S-Minneapolis-MN-55407/1791669_zpid/,153.80333951762523
1851166,https://photos.zillowstatic.com/fp/bad4ba4f0ea80eecb1a0a7af73e45813-p_e.jpg,/homedetails/1317-Sheridan-Ave-N-Minneapolis-MN-55411/1851166_zpid/,1317 Sheridan Ave N,55411,Minneapolis,MN,44.992165,-93.31243,345000.0,1691132400000,3.0,3.0,2002.0,SINGLE_FAMILY,RECENTLY_SOLD,-1,False,False,357500.0,2500,False,False,RECENTLY_SOLD,345000.0,True,False,False,USD,USA,367000.0,5227.2,sqft,False,,,,,,,,,1317 Sheridan Ave N,https://www.zillow.com/homedetails/1317-Sheridan-Ave-N-Minneapolis-MN-55411/1851166_zpid/,143.0
1887461,https://photos.zillowstatic.com/fp/33564ec99984c6f394fb2acc437a3c01-p_e.jpg,/homedetails/1005-Upton-Ave-N-Minneapolis-MN-55411/1887461_zpid/,1005 Upton Ave N,55411,Minneapolis,MN,44.988216,-93.314995,312000.0,1691132400000,2.0,4.0,2305.0,SINGLE_FAMILY,RECENTLY_SOLD,-1,False,False,323300.0,3194,False,False,RECENTLY_SOLD,312000.0,True,False,False,USD,USA,266000.0,5662.8,sqft,False,,,,,,,,,1005 Upton Ave N,https://www.zillow.com/homedetails/1005-Upton-Ave-N-Minneapolis-MN-55411/1887461_zpid/,101.2210394489668
1951317,https://photos.zillowstatic.com/fp/f4116b700e09e141abf7c41f686abeea-p_e.jpg,/homedetails/1821-Dupont-Ave-S-Minneapolis-MN-55403/1951317_zpid/,1821 Dupont Ave S,55403,Minneapolis,MN,44.9646,-93.292694,625000.0,1691132400000,4.0,4.0,3416.0,SINGLE_FAMILY,RECENTLY_SOLD,-1,False,False,647700.0,3800,False,False,RECENTLY_SOLD,625000.0,True,False,False,USD,USA,715000.0,8276.4,sqft,False,,,,,,,,,1821 Dupont Ave S,https://www.zillow.com/homedetails/1821-Dupont-Ave-S-Minneapolis-MN-55403/1951317_zpid/,170.44736842105263
1803272,https://photos.zillowstatic.com/fp/440fcc2c18c3aee08ebbfc58091db91a-p_e.jpg,/homedetails/2857-Ulysses-St-NE-Minneapolis-MN-55418/1803272_zpid/,2857 Ulysses St NE,55418,Minneapolis,MN,45.020306,-93.23547,502000.0,1691046000000,3.0,4.0,2624.0,SINGLE_FAMILY,RECENTLY_SOLD,-1,False,False,520200.0,2800,False,False,RECENTLY_SOLD,502000.0,True,False,False,USD,USA,482000.0,5227.2,sqft,False,,,,,,,,,2857 Ulysses St NE,https://www.zillow.com/homedetails/2857-Ulysses-St-NE-Minneapolis-MN-55418/1803272_zpid/,185.78571428571428
1921750,https://photos.zillowstatic.com/fp/2ae43145ef0c02c42680714ef840c8cc-p_e.jpg,/homedetails/801-7th-St-SE-Minneapolis-MN-55414/1921750_zpid/,801 7th St SE,55414,Minneapolis,MN,44.986958,-93.24131,340000.0,1690959600000,3.0,6.0,3107.0,SINGLE_FAMILY,RECENTLY_SOLD,-1,False,False,352300.0,3499,False,False,RECENTLY_SOLD,340000.0,True,False,False,USD,USA,448000.0,9147.6,sqft,False,,,,,,,,,801 7th St SE,https://www.zillow.com/homedetails/801-7th-St-SE-Minneapolis-MN-55414/1921750_zpid/,100.68591026007431
1694121,https://photos.zillowstatic.com/fp/53b8e5838df5828397f03f684220749e-p_e.jpg,/homedetails/3209-29th-Ave-S-Minneapolis-MN-55406/1694121_zpid/,3209 29th Ave S,55406,Minneapolis,MN,44.94458,-93.22954,355000.0,1690873200000,2.0,3.0,2123.0,SINGLE_FAMILY,RECENTLY_SOLD,-1,False,False,367800.0,2749,False,False,RECENTLY_SOLD,355000.0,True,False,False,USD,USA,391000.0,6534.0,sqft,False,,,,,,,,,3209 29th Ave S,https://www.zillow.com/homedetails/3209-29th-Ave-S-Minneapolis-MN-55406/1694121_zpid/,133.79410694798108
1761581,https://photos.zillowstatic.com/fp/8c2db4b6ea3582c7b56b0b02d04c10fb-p_e.jpg,/homedetails/4421-Vincent-Ave-S-Minneapolis-MN-55410/1761581_zpid/,4421 Vincent Ave S,55410,Minneapolis,MN,44.922577,-93.31599,705000.0,1690873200000,3.0,4.0,2534.0,SINGLE_FAMILY,RECENTLY_SOLD,-1,False,False,730500.0,3694,False,False,RECENTLY_SOLD,705000.0,True,False,False,USD,USA,661000.0,5227.2,sqft,False,,,,,,,,,4421 Vincent Ave S,https://www.zillow.com/homedetails/4421-Vincent-Ave-S-Minneapolis-MN-55410/1761581_zpid/,197.75311315646996
1805378,https://photos.zillowstatic.com/fp/bd8bbfd43d7331f6d55a5807e7e8ca73-p_e.jpg,/homedetails/1620-23rd-Ave-NE-Minneapolis-MN-55418/1805378_zpid/,1620 23rd Ave NE,55418,Minneapolis,MN,45.011135,-93.23621,525000.0,1690873200000,3.0,5.0,3336.0,SINGLE_FAMILY,RECENTLY_SOLD,-1,False,False,544000.0,3314,False,False,RECENTLY_SOLD,525000.0,True,False,False,USD,USA,447000.0,5227.2,sqft,False,,,,,,,,,1620 23rd Ave NE,https://www.zillow.com/homedetails/1620-23rd-Ave-NE-Minneapolis-MN-55418/1805378_zpid/,164.15208207604104
1895477,https://photos.zillowstatic.com/fp/696baa2fe36d38f8d3898915fc07b71d-p_e.jpg,/homedetails/5631-Girard-Ave-S-Minneapolis-MN-55419/1895477_zpid/,5631 Girard Ave S,55419,Minneapolis,MN,44.900455,-93.296844,570000.0,1690873200000,2.0,4.0,2130.0,SINGLE_FAMILY,RECENTLY_SOLD,-1,False,False,590600.0,2850,False,False,RECENTLY_SOLD,570000.0,True,False,False,USD,USA,513000.0,8712.0,sqft,False,,,,,,,,,5631 Girard Ave S,https://www.zillow.com/homedetails/5631-Girard-Ave-S-Minneapolis-MN-55419/1895477_zpid/,207.2280701754386
1904967,https://photos.zillowstatic.com/fp/74013bbe250b6da2d25cb2b0dac47ba9-p_e.jpg,/homedetails/5552-1st-Ave-S-Minneapolis-MN-55419/1904967_zpid/,5552 1st Ave S,55419,Minneapolis,MN,44.90178,-93.27718,447950.0,1690873200000,4.0,4.0,2300.0,SINGLE_FAMILY,RECENTLY_SOLD,-1,False,False,464100.0,3294,False,False,RECENTLY_SOLD,447950.0,True,False,False,USD,USA,389000.0,5227.2,sqft,False,,,,,,,,,5552 1st Ave S,https://www.zillow.com/homedetails/5552-1st-Ave-S-Minneapolis-MN-55419/1904967_zpid/,140.89253187613843
1760423,https://photos.zillowstatic.com/fp/964661df844c30b5ad30c57211e49ba3-p_e.jpg,/homedetails/4045-Chowen-Ave-S-Minneapolis-MN-55410/1760423_zpid/,4045 Chowen Ave S,55410,Minneapolis,MN,44.928883,-93.32486,651000.0,1690786800000,2.0,3.0,2147.0,SINGLE_FAMILY,RECENTLY_SOLD,-1,False,False,674500.0,3437,False,False,RECENTLY_SOLD,651000.0,True,False,False,USD,USA,616000.0,6534.0,sqft,False,,,,,,,,,4045 Chowen Ave S,https://www.zillow.com/homedetails/4045-Chowen-Ave-S-Minneapolis-MN-55410/1760423_zpid/,196.24672679662496
1796154,https://photos.zillowstatic.com/fp/9fb6a17d58f966d7b99a2a9f366ae30a-p_e.jpg,/homedetails/5229-Washburn-Ave-N-Minneapolis-MN-55430/1796154_zpid/,5229 Washburn Ave N,55430,Minneapolis,MN,45.050266,-93.31858,325000.0,1690786800000,3.0,3.0,2217.0,SINGLE_FAMILY,RECENTLY_SOLD,-1,False,False,336700.0,2500,False,False,RECENTLY_SOLD,325000.0,True,False,False,USD,USA,306000.0,5227.2,sqft,False,,,,,,,,,5229 Washburn Ave N,https://www.zillow.com/homedetails/5229-Washburn-Ave-N-Minneapolis-MN-55430/1796154_zpid/,134.68
